STATE,CONSTITUENCY, Assets , Liabilities ,NAME,WINNER,PARTY,SYMBOL,GENDER,"CRIMINAL
CASES",AGE,CATEGORY,EDUCATION,"GENERAL
VOTES","POSTAL
VOTES","TOTAL
VOTES","OVER TOTAL ELECTORS 
IN CONSTITUENCY","OVER TOTAL VOTES POLLED 
IN CONSTITUENCY",TOTAL ELECTORS,
Andhra Pradesh,HINDUPUR,1787356,730332,KURUVA GORANTLA MADHAV,1,YSRCP,Ceiling Fan,MALE,2,50,GENERAL,Graduate,699739,6863,706602,44.77214174,52.73043006,1578218,
Andhra Pradesh,HINDUPUR,51375301,1011804,KRISTAPPA . NIMMALA,0,TDP,Bicycle,MALE,4,63,GENERAL,Graduate,561602,4252,565854,35.85398215,42.2270596,1578218,
Maharashtra,HINGOLI,18594458,1299983,Hemant Patil,1,SHS,Bow and Arrow,MALE,0,48,GENERAL,Graduate,583392,2920,586312,33.81797271,50.59792003,1733729,
Maharashtra,HINGOLI,99463540,8059000,Wankhede Subhashrao Bapurao,0,INC,Hand,MALE,1,56,GENERAL,10th Pass,306928,1528,308456,17.79147721,26.61932899,1733729,
Maharashtra,HINGOLI,11050000,800000,Mohan Fattusing Rathod,0,VBA,Key,MALE,0,60,GENERAL,Post Graduate,173388,663,174051,10.03911223,15.02036216,1733729,
Haryana,HISAR,146408734,27225637,BRIJENDRA SINGH,1,BJP,Lotus,MALE,0,46,GENERAL,Post Graduate,599951,3338,603289,36.97038332,51.04494711,1631817,
Haryana,HISAR,769452859,68331773,DUSHYANT CHAUTALA,0,JNJP,Chappals,MALE,0,31,GENERAL,Post Graduate,288425,796,289221,17.72386242,24.47130753,1631817,
Haryana,HISAR,37990209,17978516,BHAVYA BISHNOI,0,INC,Hand,MALE,0,26,GENERAL,Post Graduate,183960,409,184369,11.29838701,15.59966426,1631817,
Haryana,HISAR,11653061, -   ,SURINDER SHARMA,0,BSP,Elephant,MALE,0,58,GENERAL,10th Pass,45090,100,45190,2.769305627,3.823575699,1631817,
West Bengal,HOOGHLY,35655698, -   ,LOCKET CHATTERJEE,1,BJP,Lotus,FEMALE,14,45,GENERAL,Graduate,670031,1417,671448,38.00790331,46.03265795,1766601,
West Bengal,HOOGHLY,34779481, -   ,DR. RATNA DE (NAG),0,AITC,Flowers and Grass,FEMALE,0,70,GENERAL,Graduate Professional,597482,604,598086,33.85518292,41.00315775,1766601,
West Bengal,HOOGHLY,1675744, -   ,PRADIP SAHA,0,CPI(M),"Hammer, Sickle and Star",MALE,1,54,SC,12th Pass,121329,259,121588,6.882595447,8.335744265,1766601,
Madhya Pradesh,HOSHANGABAD,154783105,9103300,UDAY PRATAP SINGH,1,BJP,Lotus,MALE,1,54,GENERAL,Graduate,876911,1016,877927,51.45688428,69.32987655,1706141,
Madhya Pradesh,HOSHANGABAD,15964904,1399664,SHAILENDRA DIWAN CHANDARBHAN SINGH,0,INC,Hand,MALE,0,39,GENERAL,Graduate,324139,106,324245,19.00458403,25.60562077,1706141,
Punjab,HOSHIARPUR,29404519, -   ,SOM PARKASH,1,BJP,Lotus,MALE,0,70,SC,Post Graduate,416711,4609,421320,26.37370892,42.48612183,1597500,
Punjab,HOSHIARPUR,146589292,63299925,Dr. RAJ KUMAR CHABBEWAL,0,INC,Hand,MALE,0,49,SC,Post Graduate,369719,3071,372790,23.33583725,37.59233209,1597500,
Punjab,HOSHIARPUR,20242482,530702,KHUSHI RAM,0,BSP,Elephant,MALE,0,68,SC,Graduate Professional,128215,349,128564,8.047824726,12.96445876,1597500,
Punjab,HOSHIARPUR,32729653,6160003,Dr. RAVJOT SINGH,0,AAP,Broom,MALE,1,42,SC,Graduate Professional,44207,707,44914,2.811517997,4.529150469,1597500,
West Bengal,HOWRAH,13216066, -   ,Prasun Banerjee,1,AITC,Flowers and Grass,MALE,1,64,GENERAL,Graduate,576499,212,576711,35.29605092,47.16669884,1633925,
West Bengal,HOWRAH,5604890, -   ,Rantidev Sengupta,0,BJP,Lotus,MALE,0,60,GENERAL,Post Graduate,472456,560,473016,28.94967639,38.68593319,1633925,
West Bengal,HOWRAH,1945900, -   ,Sumitro Adhikary,0,CPI(M),"Hammer, Sickle and Star",MALE,0,44,GENERAL,Graduate Professional,105421,126,105547,6.459721223,8.632232716,1633925,
Telangana,HYDERABAD,179044376,120500000,ASADUDDIN OWAISI,1,AIMIM,Kite,MALE,5,49,GENERAL,Graduate Professional,517239,232,517471,26.42948092,58.94143228,1957931,
Telangana,HYDERABAD,8626993,4839,Dr. BHAGAVANTH RAO,0,BJP,Lotus,MALE,3,67,GENERAL,Graduate Professional,235056,229,235285,12.01702205,26.79963688,1957931,
Telangana,HYDERABAD,30700000,10400000,PUSTHE SRIKANTH,0,TRS,Car,MALE,0,46,GENERAL,Graduate Professional,63180,59,63239,3.229889102,7.203103625,1957931,
Telangana,HYDERABAD,7470000, -   ,MOHAMMED FEROZ KHAN,0,INC,Hand,MALE,0,46,GENERAL,12th Pass,49873,71,49944,2.55085598,5.688764963,1957931,
Kerala,IDUKKI,13395011,10000000,Adv. DEAN KURIAKOSE,1,INC,Hand,MALE,204,37,GENERAL,Post Graduate,497697,796,498493,41.39650604,54.21000719,1204191,
Kerala,IDUKKI,25000, -   ,"Adv, JOICE GEORGE",0,IND,Battery Torch,MALE,9,49,GENERAL,Post Graduate,326701,739,327440,27.19169966,35.60837314,1204191,
Kerala,IDUKKI,16347063,1789000,BIJU KRISHNAN,0,BDJS,Pot,MALE,0,49,GENERAL,Graduate,78504,144,78648,6.53118982,8.552795416,1204191,
Madhya Pradesh,INDORE,59038508,2106382,SHANKAR LALWANI,1,BJP,Lotus,MALE,2,57,GENERAL,Graduate Professional,1066824,1745,1068569,45.45980141,65.57267296,2350580,
Madhya Pradesh,INDORE,251892330,51105911,PANKAJ SANGHVI,0,INC,Hand,MALE,4,58,GENERAL,Graduate,520268,547,520815,22.15687192,31.95978142,2350580,
Manipur,INNER MANIPUR,19616174, -   ,DR RAJKUMAR RANJAN SINGH,1,BJP,Lotus,MALE,0,67,GENERAL,Doctorate,261802,1830,263632,28.12182654,34.66762048,937464,
Manipur,INNER MANIPUR,17867003,1401257,OINAM NABAKISHORE SINGH,0,INC,Hand,MALE,1,59,GENERAL,Post Graduate,244972,905,245877,26.22788715,32.33283714,937464,
Manipur,INNER MANIPUR,3558822,5589692,MOIRANGTHEM NARA SINGH,0,CPI,Ears of Corn And Sickle,MALE,0,69,GENERAL,Graduate Professional,133093,720,133813,14.27393479,17.59641583,937464,
Manipur,INNER MANIPUR,1454800, -   ,RAJKUMAR SOMENDRO SINGH (KAIKU),0,IND,SHIP,MALE,0,40,GENERAL,10th Pass,80566,1068,81634,8.707961052,10.73487486,937464,
Madhya Pradesh,JABALPUR,43134351,1387000,RAKESH SINGH,1,BJP,Lotus,MALE,1,56,GENERAL,Graduate,825674,780,826454,45.41223028,65.38091546,1819893,
Madhya Pradesh,JABALPUR,669118888,11015354,Pt. VIVEK KRISHNA TANKHA,0,INC,Hand,MALE,0,63,GENERAL,Graduate Professional,371562,148,371710,20.42482717,29.40604085,1819893,
West Bengal,JADAVPUR,24398786,1900788,MIMI CHAKRABORTY,1,AITC,Flowers and Grass,FEMALE,0,30,GENERAL,Graduate,687773,699,688472,37.89357115,47.90093531,1816857,
West Bengal,JADAVPUR,13431986, -   ,ANUPAM HAZRA,0,BJP,Lotus,MALE,0,37,GENERAL,Doctorate,392610,623,393233,21.6435856,27.35946922,1816857,
West Bengal,JADAVPUR,120034163,24358926,BIKASH RANJAN BHATTACHARYYA,0,CPI(M),"Hammer, Sickle and Star",MALE,0,68,GENERAL,Graduate Professional,301560,704,302264,16.63664229,21.03023552,1816857,
Odisha,JAGATSINGHPUR,40023972,1433305,RAJASHREE MALLICK,1,BJD,Conch,FEMALE,0,54,SC,Graduate Professional,618955,1030,619985,37.72127562,50.41237507,1643595,
Odisha,JAGATSINGHPUR,5405384,550000,BIBHU PRASAD TARAI,0,BJP,Lotus,MALE,0,55,SC,Post Graduate,346398,1932,348330,21.19317715,28.32349591,1643595,
Odisha,JAGATSINGHPUR,2889737,275000,PRATIMA MALLICK,0,INC,Hand,FEMALE,0,56,SC,Post Graduate,239114,570,239684,14.58291124,19.48924524,1643595,
Bihar,JAHANABAD,139271693, -   ,CHANDESHWAR PRASAD,1,JD(U),Arrow,MALE,3,68,GENERAL,10th Pass,333191,2393,335584,21.12645377,40.81373528,1588454,
Bihar,JAHANABAD,87352346,3063057,SURENDRA PRASAD YADAV,0,RJD,Hurricane Lamp,MALE,8,60,GENERAL,Post Graduate,332116,1717,333833,21.0162208,40.60077861,1588454,
Rajasthan,JAIPUR,165322707,22000000,Ramcharan Bohra,1,BJP,Lotus,MALE,0,61,GENERAL,12th Pass,918472,5593,924065,43.44409388,63.44395423,2127021,
Rajasthan,JAIPUR,7959622,2150000,Jyoti Khandelwal,0,INC,Hand,FEMALE,0,44,GENERAL,Doctorate,490741,2698,493439,23.19859559,33.87826758,2127021,
Rajasthan,JAIPUR RURAL,127808070, -   ,COL. RAJYAVARDHAN RATHORE,1,BJP,Lotus,MALE,0,49,GENERAL,Graduate,811626,8506,820132,42.00329622,64.08948578,1952542,
Rajasthan,JAIPUR RURAL,35999524,4327330,KRISHNA POONIA,0,INC,Hand,FEMALE,0,41,GENERAL,Graduate,422223,4738,426961,21.86693039,33.36500824,1952542,
Odisha,JAJPUR,15837082, -   ,SARMISTHA SETHI,1,BJD,Conch,FEMALE,0,45,SC,Post Graduate,542476,1544,544020,36.88253683,49.77469544,1475007,
Odisha,JAJPUR,24585630,1246347,AMIYA KANTA MALLICK,0,BJP,Lotus,MALE,1,61,SC,10th Pass,438171,4156,442327,29.98812887,40.47037188,1475007,
Odisha,JAJPUR,13861925,2760000,MANAS JENA,0,INC,Hand,MALE,0,50,SC,Post Graduate,82834,487,83321,5.648854548,7.623391417,1475007,
Punjab,JALANDHAR,99925185,2534363,Santokh Singh Chaudhary,1,INC,Hand,MALE,0,72,SC,Graduate Professional,385449,263,385712,23.85329044,37.83704776,1617018,
Punjab,JALANDHAR,38633246,2297303,Charanjit Singh Atwal,0,SAD,Scales,MALE,0,82,SC,Graduate Professional,365934,287,366221,22.64792352,35.92504633,1617018,
Punjab,JALANDHAR,1048289,32500,Balwinder Kumar,0,BSP,Elephant,MALE,0,40,SC,Post Graduate,204712,71,204783,12.6642375,20.0885224,1617018,
Uttar Pradesh,JALAUN,10699516,12265,BHANU PRATAP SINGH VERMA,1,BJP,Lotus,MALE,1,60,SC,Post Graduate,579723,2040,581763,30.09080574,51.44948556,1933358,
Uttar Pradesh,JALAUN,19137271,661326,AJAY SINGH (PANKAJ),0,BSP,Elephant,MALE,0,46,SC,12th Pass,422476,910,423386,21.89899646,37.44306856,1933358,
Uttar Pradesh,JALAUN,35424896,4343988,BRIJLAL KHABRI,0,INC,Hand,MALE,0,56,SC,Post Graduate,89444,162,89606,4.634733971,7.924502939,1933358,
Maharashtra,JALGAON,12324604,2529954,Unmesh Bhaiyyasaheb Patil,1,BJP,Lotus,MALE,1,40,GENERAL,Graduate Professional,709510,4364,713874,36.96147872,65.35590005,1931400,
Maharashtra,JALGAON,50652517,8552661,Gulabrao Baburao Deokar,0,NCP,Clock,MALE,2,63,GENERAL,10th Pass,299240,3017,302257,15.64963239,27.6719397,1931400,
Maharashtra,JALNA,229557992,2400000,Danve Raosaheb Dadarao,0,BJP,Lotus,MALE,2,65,GENERAL,Graduate,694945,3074,698019,37.38279367,57.73065166,1867220,
Maharashtra,JALNA,278237603,15678811,Autade Vilas Keshavrao,0,INC,Hand,MALE,3,50,GENERAL,12th Pass,364348,856,365204,19.55870224,30.20471493,1867220,
Maharashtra,JALNA,23282500, -   ,Dr. Sharadchandra Wankhede,0,VBA,Whistle,MALE,2,65,GENERAL,Post Graduate,76924,234,77158,4.132239372,6.381461852,1867220,
Rajasthan,JALORE,88332292,60936530,Devaji Patel,1,BJP,Lotus,MALE,0,42,GENERAL,10th Pass,772383,450,772833,37.31250398,56.75805489,2071244,
Rajasthan,JALORE,23361271,4544357,Ratan Devasi,0,INC,Hand,MALE,0,44,GENERAL,12th Pass,511363,360,511723,24.70607036,37.58173127,2071244,
West Bengal,JALPAIGURI,11625047,1352581,Dr. JAYANTA KUMAR ROY,1,BJP,Lotus,MALE,0,51,SC,Graduate Professional,757806,2339,760145,43.80067809,50.62978768,1735464,
West Bengal,JALPAIGURI,14612159, -   ,BIJOY CHANDRA BARMAN,0,AITC,Flowers and Grass,MALE,0,62,SC,Post Graduate,575547,594,576141,33.19809573,38.37412139,1735464,
West Bengal,JALPAIGURI,30818307, -   ,BHAGIRATH CHANDRA ROY,0,CPI(M),"Hammer, Sickle and Star",MALE,0,62,SC,Post Graduate,76054,112,76166,4.388797463,5.073069491,1735464,
Jammu & Kashmir,JAMMU,56481801,350040219,Jugal Kishore,1,BJP,Lotus,MALE,0,56,GENERAL,10th Pass,840214,17852,858066,41.91203838,57.80608426,2047302,
Jammu & Kashmir,JAMMU,59272009,6805874,Raman Bhalla,0,INC,Hand,MALE,0,56,GENERAL,Graduate Professional,551187,4004,555191,27.11817797,37.40203869,2047302,
Gujarat,JAMNAGAR,427331034,98632194,POONAMBEN HEMATBHAI MAADAM,1,BJP,Lotus,FEMALE,0,44,GENERAL,Graduate,587501,4087,591588,35.69877731,58.48915763,1657166,
Gujarat,JAMNAGAR,290828040,43838249,KANDORIYA MULUBHAI RANMALBHAI,0,INC,Hand,MALE,1,60,GENERAL,Graduate,353199,1585,354784,21.40908032,35.07680565,1657166,
Jharkhand,JAMSHEDPUR,27750671,2961830,Bidyut Baran Mahato,1,BJP,Lotus,MALE,3,56,GENERAL,12th Pass,678984,648,679632,39.9013902,59.3862256,1703279,
Jharkhand,JAMSHEDPUR,22822491,7650059,Champai Soren,0,JMM,Bow & Arrow,MALE,1,62,ST,10th Pass,377352,190,377542,22.16559941,32.98960965,1703279,
Bihar,JAMUI,18466066, -   ,CHIRAG KUMAR PASWAN,1,LJP,Bungalow,MALE,1,37,SC,Graduate Professional,527860,1274,529134,30.78483187,55.72406617,1718814,
Bihar,JAMUI,824836, -   ,BHUDEO CHOUDHARY,0,BLSP,Ceiling Fan,MALE,3,56,SC,Graduate,287805,280,288085,16.76068498,30.33875654,1718814,
West Bengal,JANGIPUR,368306705,2248968,KHALILUR RAHAMAN,1,AITC,Flowers and Grass,MALE,0,58,GENERAL,Graduate,562518,320,562838,34.82449405,43.14161344,1616213,
West Bengal,JANGIPUR,2408235, -   ,MAFUJA KHATUN,0,BJP,Lotus,FEMALE,2,48,GENERAL,Graduate,316147,909,317056,19.6172163,24.30238788,1616213,
West Bengal,JANGIPUR,143350474,30421037,ABHIJIT MUKHERJEE,0,INC,Hand,MALE,0,59,GENERAL,Graduate Professional,255554,282,255836,15.82934923,19.6098661,1616213,
West Bengal,JANGIPUR,8664555,1300000,MD. ZULFIKAR ALI,0,CPI(M),"Hammer, Sickle and Star",MALE,0,53,GENERAL,Post Graduate,95450,51,95501,5.908936508,7.32016535,1616213,
Chhattisgarh,JANJGIR-CHAMPA,18400837, -   ,GUHARAM AJGALLEY,1,BJP,Lotus,MALE,0,52,SC,Graduate Professional,570486,2304,572790,30.19238493,45.87920934,1897134,
Chhattisgarh,JANJGIR-CHAMPA,15316449,744582,RAVI PARASRAM BHARDWAJ,0,INC,Hand,MALE,0,42,SC,Graduate,488051,1484,489535,25.80392318,39.21066838,1897134,
Chhattisgarh,JANJGIR-CHAMPA,18596521,1970757,DAURAM RATNAKAR,0,BSP,Elephant,MALE,0,60,SC,Post Graduate,130576,811,131387,6.925551911,10.52380746,1897134,
Uttar Pradesh,JAUNPUR,140717620,3577000,SHYAM SINGH YADAV,1,BSP,Elephant,MALE,0,65,GENERAL,Post Graduate,520046,1082,521128,27.89800297,50.02030076,1867976,
Uttar Pradesh,JAUNPUR,113972361,1751674,KRISHNA PRATAP SINGH K.P.,0,BJP,Lotus,MALE,0,42,GENERAL,Doctorate,439292,900,440192,23.56518499,42.25168525,1867976,
West Bengal,JAYNAGAR,27471675, -   ,PRATIMA MONDAL,1,AITC,Flowers and Grass,FEMALE,0,53,SC,Post Graduate,760934,268,761202,46.1794941,56.11986558,1648355,
West Bengal,JAYNAGAR,28492070,2081000,DR. ASHOK KANDARY,0,BJP,Lotus,MALE,0,43,SC,Graduate Professional,444040,387,444427,26.96184984,32.76552545,1648355,
West Bengal,JAYNAGAR,155500, -   ,JAYKRISHNA HALDAR,0,SUCI(C),Battery torch,MALE,2,64,SC,8th Pass,38258,3,38261,2.321162614,2.820804697,1648355,
Rajasthan,JHALAWAR-BARAN,370432373,85824156,DUSHYANT SINGH,1,BJP,Lotus,MALE,0,48,GENERAL,Post Graduate,887017,383,887400,46.61032528,64.77291888,1903870,
Rajasthan,JHALAWAR-BARAN,15574521,1994024,PRAMOD SHARMA,0,INC,Hand,MALE,4,48,GENERAL,Graduate Professional,433272,200,433472,22.76794109,31.63989936,1903870,
Bihar,JHANJHARPUR,88119686,1000000,Ramprit Mandal,1,JD(U),Arrow,MALE,1,63,GENERAL,10th Pass,601597,794,602391,32.51918979,56.70144043,1852417,
